session,timestamp,frame_path,FL,FR,FW,BC,LS,RS,gps_valid,gps_speed,gps_heading,drive,steer,speed,prev_action,action_label,action_name,yolo_person,yolo_object,yolo_area,yolo_pos,yolo_count
20260429_165956,1777466428.502207,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_16406f46.jpg,86.3,125.3,179.6,188.5,50.5,58.1,0,0.0,0.0,BACKWARD,STEER_STOP,40,4,0,FORWARD,1.0,1.0,0.1265790222400584,1.0,4.0
20260429_165956,1777465386.5470817,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_63e8d8f5.jpg,78.3,183.5,122.2,156.4,81.9,361.7,0,0.0,0.0,BACKWARD,STEER_STOP,60,0,0,FORWARD,1.0,1.0,0.0195787158602191,1.0,5.0
20260420_183543,1776693633.9735522,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_d9475d56.jpg,126.0,31.4,51.2,26.0,62.3,95.7,0,0.0,0.0,STOP,STEER_STOP,45,4,4,STOP,1.0,1.0,0.0252654389196383,0.0,1.0
20260429_165956,1777465049.23289,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_7712634b.jpg,106.3,39.4,131.0,92.5,102.5,105.7,0,0.0,0.0,STOP,RIGHT,75,3,3,TURN_RIGHT,1.0,1.0,0.0146752914433212,2.0,1.0
20260429_165956,1777466100.1618423,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_13bf2a20.jpg,21.9,37.7,25.5,96.3,103.4,38.9,0,0.0,0.0,FORWARD,STEER_STOP,85,7,7,REVERSE,0.0,0.0,0.0,1.0,0.0
20260429_165956,1777467139.3472598,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_54657147.jpg,8.8,63.4,156.6,88.1,52.6,51.0,0,0.0,0.0,BACKWARD,STEER_STOP,100,0,0,FORWARD,1.0,1.0,0.0070937075241171,2.0,2.0
20260420_183543,1776692937.846501,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_d29ffb8b.jpg,44.9,89.5,45.3,245.6,56.7,140.6,0,0.0,0.0,STOP,STEER_STOP,65,4,4,STOP,1.0,1.0,0.0445115436234724,1.0,3.0
20260420_183543,1776693637.1447985,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_50aa39e8.jpg,126.0,31.4,51.2,26.0,62.3,93.9,0,0.0,0.0,STOP,STEER_STOP,45,4,4,STOP,1.0,1.0,0.0147368778509674,0.0,1.0
20260420_183543,1776693303.1076117,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_451cf7d2.jpg,53.5,89.8,187.6,148.4,121.6,59.7,0,0.0,0.0,STOP,STEER_STOP,100,4,4,STOP,0.0,0.0,0.0,1.0,0.0
20260429_165956,1777465910.5985148,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_ea149ea4.jpg,23.1,57.2,74.9,236.3,27.8,206.5,0,0.0,0.0,STOP,RIGHT,75,3,3,TURN_RIGHT,0.0,1.0,0.9349237912352124,1.0,1.0
20260420_183543,1776693017.1858642,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_994187c9.jpg,17.3,107.7,44.1,86.9,77.8,55.6,0,0.0,0.0,BACKWARD,STEER_STOP,100,0,0,FORWARD,0.0,0.0,0.0,1.0,0.0
20260429_165956,1777466031.4241157,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_8f3fa27f.jpg,230.4,99.2,102.1,80.9,189.8,62.4,0,0.0,0.0,STOP,STEER_STOP,65,4,4,STOP,0.0,1.0,0.0281547453421323,0.0,3.0
20260429_165956,1777465196.1486993,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_27d4ec62.jpg,101.2,144.6,116.4,133.6,85.2,80.2,0,0.0,0.0,STOP,STEER_STOP,60,4,4,STOP,0.0,0.0,0.0,1.0,0.0
20260429_165956,1777465824.1223235,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_96af1111.jpg,18.3,69.9,205.9,90.9,93.7,90.1,0,0.0,0.0,BACKWARD,STEER_STOP,85,0,0,FORWARD,1.0,1.0,0.0403792328532371,1.0,7.0
20260420_183543,1776694315.0289347,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_2cd79921.jpg,177.2,47.6,24.4,83.0,61.3,332.9,0,0.0,0.0,FORWARD,STEER_STOP,45,7,7,REVERSE,0.0,0.0,0.0,1.0,0.0
20260429_165956,1777466863.789187,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_beba3cb9.jpg,71.5,26.0,26.2,47.0,108.8,46.1,0,0.0,0.0,STOP,STEER_STOP,100,4,4,STOP,0.0,0.0,0.0,1.0,0.0
20260429_165956,1777466668.4385326,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_2b5d6957.jpg,226.0,223.0,151.3,56.9,65.9,72.5,0,0.0,0.0,STOP,STEER_STOP,50,4,4,STOP,0.0,0.0,0.0,1.0,0.0
20260429_165956,1777466436.2510188,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_f5922cff.jpg,130.2,197.0,99.3,16.1,160.1,83.0,0,0.0,0.0,BACKWARD,STEER_STOP,40,0,0,FORWARD,1.0,1.0,0.1722160793469811,1.0,1.0
20260429_165956,1777464759.9678574,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_aec8b520.jpg,86.0,60.9,155.5,95.1,108.4,93.3,0,0.0,0.0,BACKWARD,STEER_STOP,80,2,0,FORWARD,1.0,1.0,0.0735004328459763,0.0,5.0
20260429_165956,1777465990.5592053,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_51338e81.jpg,127.5,82.9,89.9,80.6,56.8,47.2,0,0.0,0.0,BACKWARD,LEFT,85,2,2,TURN_LEFT,0.0,1.0,0.9520555618801154,1.0,2.0
20260429_164407,1777463932.0513313,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_164407_ca8e37de.jpg,91.8,145.3,114.8,46.9,38.9,190.3,0,0.0,0.0,STOP,STEER_STOP,55,4,4,STOP,1.0,1.0,0.6307584097463405,0.0,1.0
20260429_165956,1777465170.3658023,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_f2436072.jpg,135.8,98.1,122.2,84.5,17.7,167.3,0,0.0,0.0,BACKWARD,STEER_STOP,45,0,0,FORWARD,1.0,1.0,0.0031021626951405,1.0,2.0
20260429_165956,1777466086.1476202,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_323ca3fe.jpg,114.2,185.0,132.3,88.6,187.8,130.4,0,0.0,0.0,BACKWARD,STEER_STOP,85,3,0,FORWARD,0.0,1.0,0.0329856858572748,2.0,6.0
20260429_165956,1777464815.015377,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_bbacf1af.jpg,126.7,82.3,123.0,62.4,84.4,178.8,0,0.0,0.0,BACKWARD,STEER_STOP,80,0,0,FORWARD,1.0,1.0,0.1122786851441035,2.0,4.0
20260429_164407,1777463929.5177343,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_164407_7e65304c.jpg,91.9,145.3,122.4,42.1,39.4,117.7,0,0.0,0.0,STOP,STEER_STOP,55,4,4,STOP,1.0,1.0,0.5895606199223402,0.0,1.0
20260420_183543,1776693240.9567814,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_e3cc8a19.jpg,53.5,89.8,187.6,56.7,121.6,59.7,0,0.0,0.0,STOP,STEER_STOP,100,4,4,STOP,0.0,0.0,0.0,1.0,0.0
20260429_165956,1777465139.1677244,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_d6153550.jpg,104.7,98.8,104.3,62.6,17.7,13.7,0,0.0,0.0,STOP,STEER_STOP,30,4,4,STOP,0.0,0.0,0.0,1.0,0.0
20260429_165956,1777466777.1868336,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_dc09bcae.jpg,68.5,19.5,46.9,42.2,69.6,83.2,0,0.0,0.0,STOP,STEER_STOP,100,4,4,STOP,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692811.4726987,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_16320ee5.jpg,134.3,106.5,41.9,61.8,50.8,195.9,0,0.0,0.0,BACKWARD,STEER_STOP,60,0,0,FORWARD,0.0,0.0,0.0,1.0,0.0
20260429_165956,1777465391.2739618,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_d7423051.jpg,32.2,254.4,129.2,156.4,229.2,361.7,0,0.0,0.0,FORWARD,RIGHT,60,6,6,REVERSE_RIGHT,0.0,0.0,0.0,1.0,0.0
20260429_165956,1777464551.9710658,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_f74911b5.jpg,173.9,158.0,162.5,109.2,132.0,65.6,0,0.0,0.0,BACKWARD,STEER_STOP,65,0,0,FORWARD,1.0,1.0,0.0414806199984498,1.0,10.0
20260429_165956,1777465180.588537,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_159711f1.jpg,135.8,98.1,203.3,75.1,17.7,192.2,0,0.0,0.0,BACKWARD,STEER_STOP,60,0,0,FORWARD,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776694498.1943052,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_f9c3edf8.jpg,49.8,103.9,60.4,105.3,172.1,56.6,0,0.0,0.0,STOP,STEER_STOP,100,4,4,STOP,0.0,0.0,0.0,1.0,0.0
20260429_165956,1777466454.835279,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_32c700e4.jpg,65.6,159.4,99.3,88.1,50.1,98.7,0,0.0,0.0,BACKWARD,STEER_STOP,80,0,0,FORWARD,0.0,1.0,0.0879124199757037,2.0,2.0
20260429_165956,1777464715.182863,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_5fcd6c75.jpg,155.1,72.9,152.9,100.4,88.1,237.6,0,0.0,0.0,BACKWARD,STEER_STOP,80,0,0,FORWARD,1.0,1.0,0.0889521242492709,0.0,5.0
20260429_165956,1777468543.8503563,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_b1e234fe.jpg,97.5,128.6,202.3,57.2,226.0,194.8,0,0.0,0.0,BACKWARD,STEER_STOP,100,0,0,FORWARD,1.0,1.0,0.0209380229524008,0.0,2.0
20260429_165956,1777465784.8279002,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_cdf37165.jpg,110.6,54.8,205.9,236.5,106.8,379.0,0,0.0,0.0,FORWARD,STEER_STOP,100,7,7,REVERSE,1.0,1.0,0.0108995755790965,0.0,4.0
20260429_164407,1777463986.922169,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_164407_eaa511e2.jpg,91.4,145.3,114.9,42.2,43.3,17.9,0,0.0,0.0,STOP,STEER_STOP,55,4,4,STOP,1.0,1.0,0.7477274847516674,1.0,2.0
20260429_165956,1777466970.5970592,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_efb922a6.jpg,36.2,26.0,67.9,89.0,295.9,309.1,0,0.0,0.0,BACKWARD,STEER_STOP,100,0,0,FORWARD,0.0,0.0,0.0,1.0,0.0
20260429_165956,1777464694.0048814,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_da3126dc.jpg,334.2,267.0,151.0,82.8,16.1,148.7,0,0.0,0.0,STOP,STEER_STOP,55,4,4,STOP,1.0,1.0,0.0543609603482764,1.0,4.0
20260429_165956,1777465487.712159,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_2cf9618b.jpg,126.8,113.2,115.4,143.3,16.1,135.9,0,0.0,0.0,STOP,STEER_STOP,55,4,4,STOP,1.0,1.0,0.1538613191294684,1.0,1.0
20260429_165956,1777464547.7322636,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_1cdc7515.jpg,173.9,158.0,201.2,72.3,116.4,56.4,0,0.0,0.0,BACKWARD,LEFT,60,2,2,TURN_LEFT,1.0,1.0,0.032127846218787,0.0,5.0
20260429_165956,1777466851.3448484,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_ccb9557e.jpg,22.2,70.9,20.0,36.9,43.6,46.1,0,0.0,0.0,STOP,STEER_STOP,100,4,4,STOP,1.0,1.0,0.0538421383678279,2.0,1.0
20260429_165956,1777467048.871569,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_6c6b79a4.jpg,109.0,163.9,156.6,69.9,61.6,189.6,0,0.0,0.0,BACKWARD,STEER_STOP,100,0,0,FORWARD,1.0,1.0,0.1153918138781187,1.0,3.0
20260429_165956,1777465143.840449,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_d089ce09.jpg,72.8,58.3,103.0,105.9,17.7,13.7,0,0.0,0.0,FORWARD,RIGHT,30,6,6,REVERSE_RIGHT,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776693991.11794,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_768351d7.jpg,174.3,115.0,57.2,166.1,80.1,290.9,0,0.0,0.0,BACKWARD,LEFT,55,0,2,TURN_LEFT,0.0,0.0,0.0,1.0,0.0
20260429_164407,1777463781.7221787,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_164407_d938bd8f.jpg,102.2,346.7,160.9,198.2,172.0,37.3,0,0.0,0.0,BACKWARD,LEFT,55,2,2,TURN_LEFT,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776694662.2003112,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_7f4e53a0.jpg,106.2,133.5,69.9,97.1,48.2,96.6,0,0.0,0.0,FORWARD,STEER_STOP,70,7,7,REVERSE,1.0,1.0,0.146822563929244,2.0,2.0
20260429_165956,1777466713.396819,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_8b554a45.jpg,46.1,106.2,77.0,116.0,69.6,52.7,0,0.0,0.0,STOP,STEER_STOP,55,4,4,STOP,1.0,1.0,0.0076595828294213,1.0,3.0
20260420_183543,1776692790.0049882,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_d542da4d.jpg,203.2,113.3,44.5,58.2,49.7,152.2,0,0.0,0.0,BACKWARD,STEER_STOP,60,0,0,FORWARD,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692900.6614108,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_d7d05b69.jpg,128.2,68.8,46.9,160.6,56.7,138.3,0,0.0,0.0,STOP,STEER_STOP,65,4,4,STOP,1.0,1.0,0.3762605793052676,1.0,1.0
20260429_165956,1777466524.6369922,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_a6c4b089.jpg,84.2,153.1,123.8,75.5,140.3,146.7,0,0.0,0.0,BACKWARD,LEFT,100,2,2,TURN_LEFT,0.0,1.0,0.0079911635788448,0.0,3.0
20260420_183543,1776693369.468998,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_89968a6c.jpg,148.8,161.6,43.6,86.5,79.2,230.3,0,0.0,0.0,STOP,STEER_STOP,25,1,4,STOP,0.0,0.0,0.0,1.0,0.0
20260429_165956,1777465048.2170775,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_685bb0d4.jpg,45.8,39.4,56.9,92.5,102.5,200.0,0,0.0,0.0,FORWARD,STEER_STOP,75,7,7,REVERSE,1.0,1.0,0.4933518377481394,0.0,2.0
20260420_183543,1776694488.7046006,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_bf38be4d.jpg,49.8,103.9,114.6,105.3,172.1,53.0,0,0.0,0.0,STOP,STEER_STOP,100,4,4,STOP,0.0,0.0,0.0,1.0,0.0
20260429_165956,1777465709.5134597,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_825033a0.jpg,24.0,54.8,51.1,41.9,87.9,188.1,0,0.0,0.0,BACKWARD,LEFT,100,2,2,TURN_LEFT,0.0,0.0,0.0,1.0,0.0
20260429_164407,1777463958.8891616,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_164407_8ad163a5.jpg,92.4,145.3,114.7,43.6,40.5,53.7,0,0.0,0.0,STOP,STEER_STOP,55,4,4,STOP,1.0,1.0,0.7784310797194485,1.0,1.0
20260429_165956,1777466013.0619538,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_f596571f.jpg,230.4,99.7,102.1,127.5,189.8,114.8,0,0.0,0.0,STOP,STEER_STOP,75,4,4,STOP,0.0,1.0,0.0281951286055937,0.0,3.0
20260429_165956,1777465290.779055,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_e5838d7d.jpg,152.3,139.2,102.4,74.4,67.5,246.3,0,0.0,0.0,BACKWARD,RIGHT,80,3,3,TURN_RIGHT,1.0,1.0,0.0101648934231585,0.0,1.0
20260429_165956,1777466934.6003375,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_b9f2b24a.jpg,36.2,26.0,26.2,138.2,80.1,67.1,0,0.0,0.0,BACKWARD,STEER_STOP,100,0,0,FORWARD,1.0,1.0,0.020376808599944,2.0,2.0
20260429_165956,1777464736.5495172,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_0934d182.jpg,94.3,118.4,120.8,43.3,93.1,54.1,0,0.0,0.0,STOP,STEER_STOP,80,4,4,STOP,1.0,1.0,0.1521288103592329,0.0,8.0
20260429_164407,1777463769.346063,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_164407_c284b2b8.jpg,19.6,346.7,20.2,119.0,91.9,366.7,0,0.0,0.0,STOP,LEFT,55,2,2,TURN_LEFT,0.0,0.0,0.0,1.0,0.0
20260429_165956,1777464593.7638786,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_b9deb437.jpg,161.1,166.0,124.8,76.1,79.9,99.0,0,0.0,0.0,FORWARD,STEER_STOP,75,6,7,REVERSE,1.0,1.0,0.0375445320369908,1.0,8.0
20260420_183543,1776694292.8567777,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_7bd609fd.jpg,304.2,78.0,45.9,83.0,61.3,56.3,0,0.0,0.0,BACKWARD,LEFT,20,1,2,TURN_LEFT,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776694067.5353966,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_af88aac1.jpg,122.8,109.5,141.8,56.0,114.5,120.4,0,0.0,0.0,BACKWARD,STEER_STOP,55,0,0,FORWARD,1.0,1.0,0.0650615478107485,1.0,1.0
20260429_165956,1777465222.6690302,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_2fd9e790.jpg,119.8,144.6,124.4,110.5,217.8,55.7,0,0.0,0.0,STOP,STEER_STOP,60,4,4,STOP,1.0,1.0,0.0194382180206755,2.0,1.0
20260429_165956,1777466866.9412482,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_d1519244.jpg,71.5,26.0,26.2,50.1,17.1,46.1,0,0.0,0.0,STOP,STEER_STOP,100,4,4,STOP,0.0,0.0,0.0,1.0,0.0
20260429_165956,1777466885.4763966,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_1afab46d.jpg,36.2,26.0,26.2,45.5,34.3,25.9,0,0.0,0.0,STOP,STEER_STOP,100,4,4,STOP,0.0,0.0,0.0,1.0,0.0
20260429_165956,1777465425.0188315,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_1778d890.jpg,73.9,110.9,109.8,60.3,74.0,91.8,0,0.0,0.0,STOP,STEER_STOP,60,2,4,STOP,1.0,1.0,0.0014200934696903,1.0,2.0
20260429_164407,1777463866.030747,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_164407_d480a0c6.jpg,91.2,346.7,115.1,60.6,11.0,56.4,0,0.0,0.0,STOP,STEER_STOP,55,4,4,STOP,1.0,1.0,0.632252602167375,1.0,2.0
20260429_165956,1777467176.2833097,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_b064d970.jpg,74.2,163.5,132.4,59.3,132.6,146.3,0,0.0,0.0,STOP,STEER_STOP,85,4,4,STOP,1.0,1.0,0.2141732829366972,0.0,5.0
20260429_165956,1777464714.9548676,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_2532a603.jpg,155.1,72.9,152.9,100.4,88.1,237.6,0,0.0,0.0,BACKWARD,LEFT,80,2,2,TURN_LEFT,1.0,1.0,0.0477075097569144,0.0,6.0
20260429_165956,1777465797.6460023,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_608c1995.jpg,193.0,54.8,205.9,134.4,111.5,379.0,0,0.0,0.0,STOP,LEFT,100,4,2,TURN_LEFT,1.0,1.0,0.0056743676208619,2.0,4.0
20260420_183543,1776692532.816558,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_6500a443.jpg,127.1,184.0,64.4,71.9,80.6,281.3,0,0.0,0.0,BACKWARD,RIGHT,85,0,3,TURN_RIGHT,0.0,0.0,0.0,1.0,0.0
20260429_165956,1777467226.2181833,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_16cf06cf.jpg,164.4,231.0,181.2,59.3,57.9,36.0,0,0.0,0.0,STOP,STEER_STOP,90,4,4,STOP,1.0,1.0,0.1298421545821879,1.0,2.0
20260420_183543,1776693921.990898,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_6c984f4e.jpg,194.8,264.5,48.6,35.7,55.5,68.9,0,0.0,0.0,BACKWARD,STEER_STOP,35,0,0,FORWARD,1.0,1.0,0.0298111218680868,1.0,1.0
20260429_165956,1777466109.9733074,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_d6b9187a.jpg,204.6,104.2,119.5,237.2,130.0,82.4,0,0.0,0.0,STOP,STEER_STOP,85,4,4,STOP,1.0,1.0,0.4830507528553426,2.0,4.0
20260429_165956,1777465142.0227356,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_08505860.jpg,72.8,75.6,104.3,86.6,17.7,13.7,0,0.0,0.0,BACKWARD,LEFT,30,2,2,TURN_LEFT,0.0,0.0,0.0,1.0,0.0
20260429_165956,1777466482.4646418,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_24d67786.jpg,103.6,121.4,167.7,72.1,145.3,94.4,0,0.0,0.0,BACKWARD,STEER_STOP,55,0,0,FORWARD,0.0,1.0,0.0605603064133417,0.0,3.0
20260429_165956,1777467229.033882,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260429_165956_05a01076.jpg,164.4,231.0,181.2,52.3,57.9,36.0,0,0.0,0.0,STOP,STEER_STOP,100,4,4,STOP,1.0,1.0,0.1365086108111669,1.0,2.0
