session,timestamp,frame_path,FL,FR,FW,BC,LS,RS,gps_valid,gps_speed,gps_heading,drive,steer,speed,prev_action,action_label,action_name,yolo_person,yolo_object,yolo_area,yolo_pos,yolo_count
20260420_183543,1776692426.8455806,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_04a6182e.jpg,9.0,17.2,56.1,135.1,112.9,56.3,0,0.0,0.0,BACKWARD,STEER_STOP,70,0,0,FORWARD,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692427.0600796,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_a2606e07.jpg,9.0,17.2,56.1,135.1,112.9,301.1,0,0.0,0.0,BACKWARD,STEER_STOP,70,0,0,FORWARD,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692427.270255,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_135b640a.jpg,9.0,17.2,56.1,135.1,112.9,301.1,0,0.0,0.0,BACKWARD,RIGHT,70,0,3,TURN_RIGHT,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692427.4788237,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_293e7692.jpg,9.0,17.2,56.1,135.1,112.9,301.1,0,0.0,0.0,BACKWARD,STEER_STOP,70,3,0,FORWARD,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692427.6869066,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_dffbdf41.jpg,9.0,17.2,54.6,135.1,112.9,301.1,0,0.0,0.0,BACKWARD,STEER_STOP,70,0,0,FORWARD,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692427.8964062,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_11591512.jpg,9.0,17.2,54.6,135.1,112.9,278.5,0,0.0,0.0,BACKWARD,STEER_STOP,70,0,0,FORWARD,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692428.1087785,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_d5c295ea.jpg,9.0,17.2,54.6,135.1,112.9,278.5,0,0.0,0.0,BACKWARD,STEER_STOP,70,0,0,FORWARD,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692428.3181772,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_160d8496.jpg,9.0,17.2,54.6,135.1,112.9,278.5,0,0.0,0.0,BACKWARD,LEFT,70,0,2,TURN_LEFT,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692428.528388,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_12a987e5.jpg,9.0,17.2,64.4,135.1,112.9,278.5,0,0.0,0.0,BACKWARD,STEER_STOP,70,2,0,FORWARD,0.0,1.0,0.0027802145022077537,0.0,1.0
20260420_183543,1776692428.7389946,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_74c9ee6e.jpg,9.0,17.2,64.4,135.1,112.9,278.5,0,0.0,0.0,BACKWARD,STEER_STOP,70,0,0,FORWARD,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692428.9487305,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_8b614a54.jpg,9.0,17.2,64.4,135.1,112.9,278.5,0,0.0,0.0,BACKWARD,STEER_STOP,70,0,0,FORWARD,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692429.163608,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_78a1c6a9.jpg,167.6,17.2,64.4,135.1,112.9,278.5,0,0.0,0.0,BACKWARD,STEER_STOP,70,0,0,FORWARD,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692429.3787422,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_eb6175b9.jpg,167.6,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,STOP,STEER_STOP,70,0,4,STOP,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692429.5901885,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_eccd275a.jpg,167.6,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,STOP,STEER_STOP,70,4,4,STOP,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692429.800102,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_e95d176f.jpg,167.6,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,STOP,STEER_STOP,70,4,4,STOP,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692430.0156589,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_6996ef52.jpg,113.2,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,STOP,STEER_STOP,70,4,4,STOP,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692430.2269683,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_5653d48d.jpg,113.2,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,STOP,STEER_STOP,70,4,4,STOP,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692430.4371705,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_ef472072.jpg,113.2,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,STOP,STEER_STOP,70,4,4,STOP,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692430.646688,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_89598f5e.jpg,113.2,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,STOP,STEER_STOP,70,4,4,STOP,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692430.8565905,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_8399ad11.jpg,113.2,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,STOP,STEER_STOP,70,4,4,STOP,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692431.0664732,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_8304a3f8.jpg,113.2,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,STOP,STEER_STOP,70,4,4,STOP,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692431.2759914,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_c7645474.jpg,113.2,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,STOP,STEER_STOP,65,4,4,STOP,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692431.4862597,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_a6d1707a.jpg,113.2,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,STOP,STEER_STOP,60,4,4,STOP,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692431.6990137,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_a49738eb.jpg,113.2,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,STOP,STEER_STOP,50,4,4,STOP,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692431.908353,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_f8c19b0c.jpg,113.2,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,STOP,STEER_STOP,50,4,4,STOP,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692432.1178195,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_a3048d08.jpg,113.2,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,STOP,STEER_STOP,50,4,4,STOP,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692432.3282206,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_391f9b52.jpg,113.2,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,STOP,STEER_STOP,50,4,4,STOP,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692432.538277,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_c81793c1.jpg,113.2,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,STOP,STEER_STOP,50,4,4,STOP,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692432.7483938,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_ca74fe3a.jpg,113.2,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,FORWARD,STEER_STOP,50,4,7,REVERSE,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692432.9587052,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_92c1a189.jpg,113.2,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,FORWARD,STEER_STOP,50,7,7,REVERSE,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692433.1689332,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_72908dfd.jpg,113.2,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,FORWARD,STEER_STOP,50,7,7,REVERSE,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692433.3799036,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_fb9a4b49.jpg,113.2,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,FORWARD,STEER_STOP,50,7,7,REVERSE,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692433.592202,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_3269d9fa.jpg,113.2,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,FORWARD,STEER_STOP,50,7,7,REVERSE,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692433.805935,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_c587fe5e.jpg,113.2,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,FORWARD,STEER_STOP,50,7,7,REVERSE,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692434.0178454,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_5953debe.jpg,113.2,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,FORWARD,STEER_STOP,50,7,7,REVERSE,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692434.2278843,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_e6f6d9ff.jpg,113.2,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,FORWARD,STEER_STOP,50,7,7,REVERSE,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692434.4389155,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_1c8b4f39.jpg,113.2,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,FORWARD,STEER_STOP,50,7,7,REVERSE,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692434.6493435,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_e9ddebb1.jpg,113.2,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,FORWARD,STEER_STOP,50,7,7,REVERSE,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692434.8594322,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_f8afe18e.jpg,113.2,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,FORWARD,STEER_STOP,50,7,7,REVERSE,0.0,0.0,0.0,1.0,0.0
20260420_183543,1776692435.071016,/home/shehriyar-ali-rustam/FYP Resources/vehicle_control/laptop/data/images/20260420_183543_bc630ec1.jpg,113.2,17.2,51.4,135.1,112.9,278.5,0,0.0,0.0,FORWARD,STEER_STOP,50,7,7,REVERSE,0.0,0.0,0.0,1.0,0.0
